TGLREPLENISH,JAMREPLENISH,ATMID,TYPEATMCRM,TELLERID,CABANG,ESCROW,REFUNDDENOM50K,REFUNDDENOM100K,REFUNDTOTAL,REPLENISHDENOM50K,REPLENISHDENOM100K,REPLENISHTOTAL
1260819,132042,"A264      ",ATM100K,"Z4JM      ",47007,0000000800166213800,0,15730000000,15730000000,0,40000000000,40000000000
1260819,123455,"A784      ",ATM100K,"Z6XJ      ",47007,0000000800166213800,0,27490000000,27490000000,0,80000000000,80000000000
1260819,111819,"ZZST      ",CRM,"W43T      ",39080,0000000000000000000,4670000000,8460000000,13130000000,5000000000,10000000000,15000000000
1260819,130011,"6141      ",ATM50K,"Z480      ",47007,0000000800178531200,5830000000,0,5830000000,19000000000,0,19000000000
1260819,190340,"H376      ",CRM,"W63X      ",47007,0000000800181276100,0,0,0,0,0,0
1260819,195729,"A934      ",ATM50K,"Z7EC      ",47007,0000000800034860600,5395000000,0,5395000000,20000000000,0,20000000000
1260819,133254,"ZZ0O      ",CRM,"W03O      ",47007,0000000800164118500,965000000,8320000000,9285000000,10000000000,10000000000,20000000000
1260819,165029,"4361      ",ATM100K,"Z33L      ",47007,0000000800181276100,0,16770000000,16770000000,0,70000000000,70000000000
1260819,44824,"5799      ",ATM50K,"Z41R      ",47007,0000000800164118500,30000000000,0,30000000000,30000000000,0,30000000000
1260819,132917,"1143      ",ATM50K,"Z03R      ",47007,0000000800034997200,3475000000,0,3475000000,15000000000,0,15000000000
1260819,130403,"6742      ",ATM100K,"Z298      ",47007,0000000800164118500,0,28660000000,28660000000,0,38000000000,38000000000
1260819,154225,"1960      ",ATM50K,"Z0NM      ",47007,0000000800035018400,7720000000,0,7720000000,23000000000,0,23000000000
1260819,155747,"ZZXW      ",CRM,"W48W      ",47007,0000000800164118500,5255000000,19730000000,24985000000,20000000000,28000000000,48000000000
1260819,95740,"8039      ",ATM100K,"Z2GY      ",44006,0000000000000000000,0,15110000000,15110000000,0,40000000000,40000000000
1260819,91912,"8135      ",ATM100K,"Z2JD      ",39078,0000000000000000000,0,28050000000,28050000000,0,40000000000,40000000000
1260819,114251,"5970      ",ATM100K,"Z1Q8      ",16032,0000000000000000000,0,9320000000,9320000000,0,40000000000,40000000000
1260819,143536,"ZZNK      ",CRM,"W38K      ",16022,0000000000000000000,4220000000,10130000000,14350000000,5000000000,10000000000,15000000000
1260819,90137,"A683      ",ATM100K,"Z6TN      ",29005,0000000000000000000,0,16000000000,16000000000,0,10000000000,10000000000
1260819,15037,"ZZY0      ",CRM,"W16Y      ",47007,0000000800164118500,2660000000,20520000000,23180000000,8500000000,28000000000,36500000000
1260819,113910,"3898      ",ATM50K,"Z1GX      ",47007,0000000800035018400,13710000000,0,13710000000,25000000000,0,30000000000
1260819,200851,"H161      ",CRM,"W55Q      ",47007,0000000800034806800,605000000,2010000000,2615000000,13000000000,14000000000,27000000000
1260819,125855,"ZZG5      ",CRM,"W21G      ",47007,0000000800178531200,3625000000,10880000000,14505000000,4000000000,8000000000,12000000000
1260819,103436,"3451      ",ATM50K,"Z152      ",45501,0000000000000000000,2760000000,0,2760000000,10000000000,0,10000000000
1260819,102128,"6922      ",ATM100K,"Z2DZ      ",47007,0000000800164118500,0,4400000000,4400000000,0,40000000000,40000000000
1260819,114000,"1630      ",ATM100K,"Z0G6      ",16002,0000000000000000000,0,8890000000,8890000000,0,20000000000,20000000000
1260819,160318,"1535      ",ATM100K,"Z0DT      ",39020,0000000000000000000,0,15670000000,15670000000,0,10000000000,10000000000
1260819,84926,"6833      ",ATM100K,"Z2BK      ",47007,0000000800164118500,0,20310000000,20310000000,0,75000000000,0
1260819,213433,"6131      ",ATM50K,"Z47T      ",47007,0000000800187658100,4470000000,0,4470000000,20000000000,0,20000000000
1260819,101330,"ZZ0F      ",CRM,"W03F      ",47007,0000000800164118500,495000000,27370000000,27865000000,3500000000,28000000000,31500000000
1260819,74522,"6038      ",ATM100K,"Z474      ",43502,0000000000000000000,0,9610000000,9610000000,0,10000000000,10000000000
1260819,162511,"4686      ",ATM50K,"Z3BV      ",47007,0000000800181276100,2280000000,0,2280000000,21000000000,0,21000000000
1260819,155654,"ZZKK      ",CRM,"W35K      ",34010,0000000000000000000,20000000000,4000000000,24000000000,20000000000,4000000000,24000000000
1260819,160334,"3826      ",ATM50K,"Z1EZ      ",16017,0000000000000000000,3445000000,0,3445000000,10000000000,0,10000000000
1260819,85457,"A924      ",ATM50K,"Z7DT      ",31503,0000000000000000000,0,0,0,0,0,5000000000
1260819,94131,"4480      ",ATM100K,"Z1MU      ",24028,0000000000000000000,0,200000000,200000000,0,10000000000,10000000000
1260819,210532,"B494      ",ATM50K,"Z7RO      ",47007,0000000800034997200,3135000000,0,3135000000,12000000000,0,12000000000
1260819,203000,"5062      ",ATM50K,"Z3LB      ",47007,0000000800164118500,3220000000,0,3220000000,15500000000,0,15500000000
1260819,120635,"ZZ02      ",CRM,"W005      ",47007,0000000800164118500,1300000000,29900000000,31200000000,1500000000,28000000000,29500000000
1260819,114158,"ZZHR      ",CRM,"W30R      ",32008,0000000000000000000,1030000000,8140000000,9170000000,5000000000,10000000000,15000000000
1260819,140123,"ZZ2P      ",CRM,"W05P      ",47007,0000000800164118500,16110000000,20940000000,37050000000,20000000000,28000000000,48000000000
1260819,155622,"ZZKK      ",CRM,"W35K      ",34010,0000000000000000000,6200000000,17030000000,23230000000,2000000000,4000000000,6000000000
1260819,203925,"ZZXG      ",CRM,"W48G      ",47007,0000000800035018400,4725000000,14340000000,19065000000,11000000000,10000000000,21000000000
1260819,130247,"H191      ",CRM,"W56U      ",47007,0000000800164118500,17785000000,40620000000,58405000000,10000000000,10000000000,20000000000
1260819,115443,"H376      ",CRM,"W63X      ",47007,0000000800181276100,13640000000,20030000000,33670000000,4000000000,7000000000,11000000000
1260819,211011,"5116      ",ATM50K,"Z3MP      ",47007,0000000800035018400,13740000000,0,13740000000,27000000000,0,27000000000
1260819,111109,"H091      ",CRM,"W51X      ",34076,0000000000000000000,1970000000,8860000000,10830000000,5000000000,10000000000,15000000000
1260819,121250,"8566      ",ATM50K,"Z2QZ      ",47007,0000000800181276100,4545000000,0,4545000000,14000000000,0,14000000000
1260819,120427,"A891      ",ATM50K,"Z7CM      ",47007,0000000800035018400,10505000000,0,10505000000,23000000000,0,23000000000
1260819,111426,"1254      ",ATM50K,"Z06N      ",47007,0000000800181276100,13350000000,0,13350000000,27000000000,0,27000000000
1260819,52616,"4651      ",ATM50K,"Z3AY      ",47007,0000000800164118500,2835000000,0,2835000000,19500000000,0,19500000000
1260819,213401,"ZZJF      ",CRM,"W33F      ",47007,0000000800164118500,0,0,0,0,0,0
1260819,160305,"4405      ",ATM50K,"Z34Q      ",47007,0000000800151986200,8070000000,0,8070000000,40000000000,0,40000000000
1260819,94305,"2260      ",ATM100K,"Z0Q7      ",27507,0000000000000000000,0,21120000000,21120000000,0,20000000000,20000000000
1260819,152839,"4200      ",ATM50K,"Z1M3      ",39051,0000000000000000000,3420000000,0,3420000000,7500000000,0,7500000000
1260819,93548,"3665      ",ATM100K,"Z1AK      ",23040,0000000000000000000,0,260000000,260000000,0,18000000000,18000000000
1260819,133409,"1671      ",ATM50K,"Z0HA      ",47007,0000000800181276100,1960000000,0,1960000000,12000000000,0,12000000000
1260819,102034,"ZZRF      ",CRM,"W42F      ",34043,0000000000000000000,905000000,15360000000,16265000000,4000000000,2000000000,6000000000
1260819,151921,"H207      ",CRM,"W57K      ",24003,0000000000000000000,0,0,0,0,0,0
