TGLREPLENISH,JAMREPLENISH,ATMID,TYPEATMCRM,TELLERID,CABANG,ESCROW,REFUNDDENOM50K,REFUNDDENOM100K,REFUNDTOTAL,REPLENISHDENOM50K,REPLENISHDENOM100K,REPLENISHTOTAL
1260820,155904,"ZZJL      ",CRM,"W33L      ",20041,0000000000000000000,0,0,0,0,0,0
1260820,205331,"A065      ",ATM50K,"Z4E2      ",47007,0000000800035018400,6345000000,0,6345000000,28000000000,0,28000000000
1260820,203527,"A845      ",ATM50K,"Z7AH      ",47007,0000000800034997200,7050000000,0,7050000000,40000000000,0,40000000000
1260820,93655,"ZZGJ      ",CRM,"W28J      ",8024,0000000000000000000,345000000,4120000000,4465000000,3000000000,2000000000,5000000000
1260820,101804,"ZZOZ      ",CRM,"W39Z      ",4012,0000000000000000000,5630000000,15540000000,21170000000,10000000000,10000000000,20000000000
1260820,21719,"3878      ",ATM50K,"Z1GE      ",47007,0000000800164118500,5610000000,0,5610000000,24500000000,0,24500000000
1260820,92436,"ZZFM      ",CRM,"W29M      ",39016,0000000000000000000,1940000000,4350000000,6290000000,3000000000,4000000000,7000000000
1260820,223604,"ZZIJ      ",CRM,"W32J      ",47007,0000000800164118500,945000000,33840000000,34785000000,1500000000,28000000000,29500000000
1260820,154128,"B426      ",ATM50K,"Z7PF      ",47007,0000000800035018400,11125000000,0,11125000000,30000000000,0,30000000000
1260820,224804,"A891      ",ATM50K,"Z7CM      ",47007,0000000800035018400,17835000000,0,17835000000,30000000000,0,30000000000
1260820,120401,"3340      ",ATM50K,"Z127      ",29014,0000000000000000000,9600000000,0,9600000000,20000000000,0,20000000000
1260820,114015,"H388      ",CRM,"W64J      ",12016,0000000000000000000,5125000000,6280000000,11405000000,10000000000,10000000000,20000000000
1260820,104623,"4439      ",ATM50K,"Z35L      ",47007,0000000800164118500,23955000000,0,23955000000,36000000000,0,0
1260820,101130,"ZZVT      ",CRM,"W46T      ",47007,0000000800164118500,0,0,0,0,0,0
1260820,90953,"ZZ1O      ",CRM,"W04O      ",47007,0000000800164118500,18100000000,50880000000,68980000000,14000000000,40000000000,54000000000
1260820,113239,"ZZAI      ",CRM,"W1AI      ",8003,0000000000000000000,2770000000,7800000000,10570000000,4000000000,6000000000,10000000000
1260820,141036,"A924      ",ATM50K,"Z7DT      ",31503,0000000000000000000,4990000000,0,4990000000,0,0,0
1260820,103348,"2745      ",ATM50K,"Z0SG      ",47007,0000000800164118500,4055000000,0,4055000000,40000000000,0,40000000000
1260820,122933,"B621      ",ATM50K,"Z8DW      ",47007,0000000800164118500,6355000000,0,6355000000,37500000000,0,37500000000
1260820,163939,"H160      ",CRM,"W55P      ",33,0000000000000000000,2155000000,4170000000,6325000000,3000000000,6000000000,9000000000
1260820,61500,"4566      ",ATM50K,"Z38Q      ",47007,0000000800164118500,33225000000,0,33225000000,36000000000,0,0
1260820,83457,"6111      ",ATM50K,"Z1TB      ",47007,0000000800164118500,11740000000,0,11740000000,36000000000,0,0
1260820,112637,"B327      ",ATM50K,"Z7LU      ",47007,0000000800164118500,695000000,0,695000000,40000000000,0,40000000000
1260820,93211,"2600      ",ATM50K,"Z0RU      ",39031,0000000000000000000,7475000000,0,7475000000,20000000000,0,20000000000
1260820,83923,"ZZGT      ",CRM,"W30T      ",39078,0000000000000000000,6385000000,14070000000,20455000000,1500000000,3000000000,4500000000
1260820,170101,"6201      ",ATM50K,"Z1VE      ",47007,0000000800034804500,4675000000,0,4675000000,25000000000,0,25000000000
1260820,72044,"8166      ",ATM100K,"Z2K5      ",43505,0000000000000000000,0,13420000000,13420000000,0,20000000000,20000000000
1260820,130446,"ZZNM      ",CRM,"W38M      ",47007,0000000800164118500,14270000000,12590000000,26860000000,10000000000,10000000000,20000000000
1260820,160717,"A816      ",ATM50K,"Z6YP      ",47007,0000000800184940200,2155000000,0,2155000000,30000000000,0,30000000000
1260820,123630,"ZZKZ      ",CRM,"W35Z      ",39050,0000000000000000000,4040000000,5070000000,9110000000,5000000000,10000000000,15000000000
1260820,103449,"ZZQA      ",CRM,"W41A      ",23041,0000000000000000000,4155000000,9260000000,13415000000,5000000000,5000000000,10000000000
1260820,111751,"ZZH4      ",CRM,"W20H      ",32012,0000000000000000000,3805000000,16890000000,20695000000,5000000000,10000000000,15000000000
1260820,100212,"H222      ",CRM,"W57Z      ",27008,0000000000000000000,1545000000,8260000000,9805000000,2000000000,8000000000,10000000000
1260820,94720,"ZZPQ      ",CRM,"W40Q      ",4022,0000000000000000000,4165000000,8560000000,12725000000,10000000000,10000000000,20000000000
1260820,110535,"ZZEE      ",CRM,"W27E      ",27524,0000000000000000000,4430000000,9840000000,14270000000,5000000000,10000000000,15000000000
1260820,90006,"3656      ",ATM100K,"Z1AB      ",39022,0000000000000000000,0,8380000000,8380000000,0,40000000000,40000000000
1260820,133912,"ZZTA      ",CRM,"W44A      ",8026,0000000000000000000,4230000000,10840000000,15070000000,5000000000,10000000000,15000000000
1260820,83519,"1892      ",ATM50K,"Z0M4      ",34035,0000000000000000000,4145000000,0,4145000000,30000000000,0,30000000000
1260820,95132,"ZZGF      ",CRM,"W28F      ",12006,0000000000000000000,2815000000,16940000000,19755000000,2000000000,4000000000,6000000000
1260820,85409,"ZZAH      ",CRM,"W1AH      ",54,0000000000000000000,2015000000,8460000000,10475000000,2000000000,8000000000,10000000000
1260820,93723,"ZZKE      ",CRM,"W35E      ",39013,0000000000000000000,5255000000,19530000000,24785000000,5000000000,10000000000,15000000000
1260820,224226,"ZZXS      ",CRM,"W48S      ",47007,0000000800164118500,16825000000,23630000000,40455000000,20000000000,28000000000,48000000000
1260820,93241,"6612      ",ATM50K,"Z25X      ",47007,0000000800178541700,4015000000,0,4015000000,10000000000,0,10000000000
1260820,170038,"ZZYA      ",CRM,"W49A      ",47007,0000000800164118500,16485000000,9680000000,26165000000,18000000000,10000000000,28000000000
1260820,101257,"4896      ",ATM50K,"Z3H6      ",47007,0000000800164118500,11565000000,0,11565000000,34000000000,0,34000000000
1260820,120011,"1273      ",ATM50K,"Z075      ",47007,0000000800034806800,2915000000,0,2915000000,19500000000,0,19500000000
1260820,90550,"A924      ",ATM50K,"Z7DT      ",31503,0000000000000000000,0,0,0,0,0,5000000000
1260820,24034,"2975      ",ATM50K,"Z0TD      ",47007,0000000800178541700,4180000000,0,4180000000,18000000000,0,18000000000
1260820,90112,"ZZJ4      ",CRM,"W20J      ",34070,0000000000000000000,0,0,0,0,0,0
1260820,135244,"H394      ",CRM,"W64P      ",39085,0000000000000000000,1995000000,3370000000,5365000000,2000000000,3000000000,5000000000
1260820,95257,"H221      ",CRM,"W57Y      ",27008,0000000000000000000,3170000000,10890000000,14060000000,2000000000,8000000000,10000000000
1260820,123530,"4030      ",ATM50K,"Z1K6      ",34023,0000000000000000000,5650000000,0,5650000000,20000000000,0,20000000000
1260820,124212,"2670      ",ATM50K,"Z0S6      ",29014,0000000000000000000,18920000000,0,18920000000,20000000000,0,20000000000
1260820,121527,"3398      ",ATM100K,"Z13O      ",24040,0000000000000000000,0,2160000000,2160000000,0,60000000000,60000000000
1260820,132308,"A726      ",ATM100K,"Z6VE      ",34019,0000000000000000000,0,26400000000,26400000000,0,40000000000,40000000000
1260820,64018,"H109      ",CRM,"W52Q      ",43504,0000000000000000000,1630000000,11500000000,13130000000,2000000000,5000000000,7000000000
1260820,160201,"ZZR4      ",CRM,"W20R      ",24022,0000000000000000000,0,0,0,0,0,0
1260820,114424,"2250      ",ATM100K,"Z0Q5      ",27512,0000000000000000000,0,13270000000,13270000000,0,40000000000,40000000000
1260820,93410,"1780      ",ATM50K,"Z0J4      ",24014,0000000000000000000,8755000000,0,8755000000,10000000000,0,10000000000
1260820,134532,"6651      ",ATM50K,"Z26X      ",47007,0000000800184943800,6905000000,0,6905000000,30000000000,0,30000000000
1260820,101917,"1590      ",ATM100K,"Z0F4      ",8003,0000000000000000000,0,17580000000,17580000000,0,20000000000,20000000000
1260820,120731,"ZZY0      ",CRM,"W16Y      ",47007,0000000800164118500,0,0,0,0,0,0
1260820,100534,"H193      ",CRM,"W56W      ",47007,0000000800164118500,1100000000,1130000000,2230000000,10000000000,10000000000,20000000000
1260820,82750,"ZZ6H      ",CRM,"W12H      ",34035,0000000000000000000,13900000000,37590000000,51490000000,5000000000,10000000000,15000000000
1260820,153333,"1293      ",ATM100K,"Z07N      ",27519,0000000000000000000,0,12580000000,12580000000,0,20000000000,20000000000
1260820,111325,"ZZSP      ",CRM,"W43P      ",39013,0000000000000000000,3910000000,10990000000,14900000000,3000000000,7000000000,10000000000
1260820,124040,"ZZB4      ",CRM,"W20B      ",39041,0000000000000000000,555000000,5640000000,6195000000,1000000000,2000000000,3000000000
1260820,111944,"4350      ",ATM100K,"Z1MI      ",23032,0000000000000000000,0,25500000000,25500000000,0,50000000000,50000000000
1260820,181401,"ZZTL      ",CRM,"W44L      ",47007,0000000800164118500,0,0,0,0,0,0
1260820,125026,"ZZA9      ",CRM,"W24A      ",8000,0000000000000000000,3855000000,11820000000,15675000000,5000000000,10000000000,15000000000
1260820,92007,"4970      ",ATM100K,"Z1O1      ",39050,0000000000000000000,0,14180000000,14180000000,0,40000000000,40000000000
1260820,102411,"2420      ",ATM50K,"Z0QX      ",34011,0000000000000000000,17205000000,0,17205000000,30000000000,0,30000000000
1260820,104221,"ZZQH      ",CRM,"W41H      ",24032,0000000000000000000,2335000000,7780000000,10115000000,5000000000,3000000000,8000000000
1260820,84930,"H397      ",CRM,"W64S      ",29030,0000000000000000000,10460000000,6920000000,17380000000,5000000000,20000000000,25000000000
1260820,101226,"8264      ",ATM50K,"Z2ML      ",24000,0000000000000000000,6345000000,0,6345000000,15000000000,0,15000000000
1260820,220613,"ZZ10      ",CRM,"W00D      ",47007,0000000800164118500,2945000000,28200000000,31145000000,3500000000,28000000000,31500000000
1260820,143655,"ZZJL      ",CRM,"W33L      ",20041,0000000000000000000,1705000000,15660000000,17365000000,2000000000,6000000000,8000000000
1260820,85219,"H386      ",CRM,"W64H      ",29038,0000000000000000000,11265000000,18550000000,29815000000,4000000000,6000000000,10000000000
1260820,103237,"5500      ",ATM50K,"Z1P8      ",27501,0000000000000000000,9670000000,0,9670000000,15000000000,0,15000000000
1260820,144510,"ZZ6E      ",CRM,"W12E      ",47007,0000000800184550900,0,0,0,0,0,0
1260820,70851,"H253      ",CRM,"W59E      ",47007,0000000800164118500,0,0,0,0,0,0
1260820,84031,"H398      ",CRM,"W64T      ",29030,0000000000000000000,19635000000,13330000000,32965000000,10000000000,10000000000,20000000000
1260820,135134,"6115      ",ATM50K,"Z1TF      ",47007,0000000800035018400,8835000000,0,8835000000,30000000000,0,30000000000
1260820,132900,"5460      ",ATM100K,"Z1P4      ",32000,0000000000000000000,0,11120000000,11120000000,0,30000000000,30000000000
1260820,154701,"H387      ",CRM,"W64I      ",29038,0000000000000000000,9540000000,4950000000,14490000000,4000000000,6000000000,10000000000
1260820,115849,"1037      ",ATM50K,"Z00Y      ",47007,0000000800164118500,0,0,0,36000000000,0,36000000000
1260820,114509,"6200      ",ATM50K,"Z1VD      ",47007,0000000800164118500,11140000000,0,11140000000,40000000000,0,40000000000
1260820,134446,"ZZGX      ",CRM,"W30X      ",39035,0000000000000000000,2860000000,16330000000,19190000000,5000000000,2000000000,7000000000
1260820,123856,"3704      ",ATM100K,"Z1BN      ",39047,0000000000000000000,0,5880000000,5880000000,0,30000000000,30000000000
1260820,213400,"4951      ",ATM50K,"Z3IJ      ",47007,0000000800035018400,10700000000,0,10700000000,28000000000,0,28000000000
1260820,140624,"H343      ",CRM,"W62Q      ",34082,0000000000000000000,2035000000,5610000000,7645000000,2000000000,4000000000,6000000000
1260820,111528,"4100      ",ATM100K,"Z1LU      ",23032,0000000000000000000,0,35840000000,35840000000,0,50000000000,50000000000
1260820,200827,"B357      ",ATM50K,"Z7MM      ",47007,0000000800034860600,4560000000,0,4560000000,20000000000,0,20000000000
1260820,112403,"4661      ",ATM100K,"Z3B8      ",47007,0000000800164118500,0,22820000000,22820000000,0,38000000000,38000000000
1260820,155613,"5599      ",ATM50K,"Z3WQ      ",47007,0000000800034858700,5300000000,0,5300000000,20000000000,0,20000000000
1260820,114056,"A478      ",ATM50K,"Z6NZ      ",47007,0000000800035018400,15255000000,0,15255000000,30000000000,0,30000000000
1260820,112504,"4246      ",ATM50K,"Z30Q      ",47007,0000000800164118500,0,0,0,36000000000,0,36000000000
1260820,121856,"5653      ",ATM50K,"Z3Y4      ",47007,0000000800164118500,4860000000,0,4860000000,13500000000,0,13500000000
1260820,80721,"ZZTC      ",CRM,"W44C      ",43501,0000000000000000000,3975000000,4560000000,8535000000,5000000000,5000000000,10000000000
1260820,111229,"ZZ6V      ",CRM,"W12V      ",47007,0000000800151986200,19780000000,19550000000,39330000000,20000000000,20000000000,40000000000
1260820,100957,"1775      ",ATM100K,"Z0IZ      ",23030,0000000000000000000,0,9190000000,9190000000,0,40000000000,40000000000
1260820,101848,"2200      ",ATM100K,"Z0PX      ",27501,0000000000000000000,0,29200000000,29200000000,0,40000000000,40000000000
1260820,85344,"1210      ",ATM100K,"Z05I      ",16013,0000000000000000000,0,270000000,270000000,0,40000000000,40000000000
1260820,123739,"A323      ",ATM100K,"Z4LB      ",8000,0000000000000000000,0,6080000000,6080000000,0,20000000000,20000000000
1260820,92924,"1700      ",ATM100K,"Z0HZ      ",24014,0000000000000000000,0,18930000000,18930000000,0,20000000000,20000000000
1260820,91334,"1471      ",ATM100K,"Z0C8      ",29000,0000000000000000000,0,9630000000,9630000000,0,20000000000,20000000000
1260820,141031,"A118      ",ATM100K,"Z4FJ      ",29034,0000000000000000000,0,4970000000,4970000000,0,0,0
1260820,151046,"ZZFH      ",CRM,"W29H      ",39051,0000000000000000000,5190000000,13670000000,18860000000,1500000000,4000000000,5500000000
1260820,95006,"A925      ",ATM50K,"Z7DU      ",28505,0000000000000000000,0,0,0,5000000000,0,5000000000
1260820,235750,"H202      ",CRM,"W57F      ",47007,0000000800164118500,1800000000,1660000000,3460000000,10000000000,15000000000,25000000000
1260820,152950,"ZZHD      ",CRM,"W30D      ",27519,0000000000000000000,9160000000,24790000000,33950000000,2000000000,4000000000,6000000000
1260820,133003,"ZZIO      ",CRM,"W32O      ",47007,0000000800166213800,11735000000,23240000000,34975000000,20000000000,40000000000,60000000000
1260820,104710,"4170      ",ATM100K,"Z1M0      ",23037,0000000000000000000,0,6470000000,6470000000,0,20000000000,20000000000
1260820,105718,"3218      ",ATM50K,"Z0Z3      ",47007,0000000800035018400,0,0,0,20000000000,0,20000000000
1260820,185326,"B253      ",ATM50K,"Z7JS      ",47007,0000000800181276100,11585000000,0,11585000000,30000000000,0,30000000000
1260820,4146,"ZZ78      ",CRM,"W02A      ",47007,0000000800181276100,9640000000,9460000000,19100000000,12000000000,23000000000,35000000000
1260820,121741,"ZZG0      ",CRM,"W16G      ",47007,0000000800164118500,0,0,0,0,0,0
1260820,212757,"1673      ",ATM50K,"Z0HC      ",47007,0000000800034997200,18515000000,0,18515000000,22000000000,0,22000000000
1260820,92011,"B657      ",ATM100K,"Z8FG      ",34088,0000000000000000000,0,24230000000,24230000000,0,40000000000,40000000000
1260820,114011,"ZZSS      ",CRM,"W43S      ",39005,0000000000000000000,1385000000,6990000000,8375000000,1000000000,2000000000,3000000000
1260820,202822,"ZZXU      ",CRM,"W48U      ",47007,0000000800164118500,0,0,0,0,0,0
1260820,92204,"ZZN5      ",CRM,"W21N      ",24014,0000000000000000000,1550000000,9120000000,10670000000,2000000000,4000000000,6000000000
1260820,125136,"4574      ",ATM50K,"Z38Y      ",47007,0000000800164118500,13935000000,0,13935000000,27500000000,0,27500000000
1260820,150033,"6900      ",ATM50K,"Z2DE      ",47007,0000000800034805600,9730000000,0,9730000000,35000000000,0,35000000000
1260820,95851,"A611      ",ATM100K,"Z6RO      ",47007,0000000800034997200,0,3020000000,3020000000,0,25200000000,25200000000
1260820,111300,"ZZCO      ",CRM,"W25O      ",39066,0000000000000000000,2665000000,8830000000,11495000000,3000000000,6000000000,9000000000
1260820,170030,"H052      ",CRM,"W07Z      ",47007,0000000800184942600,5620000000,11210000000,16830000000,5000000000,10000000000,15000000000
1260820,61647,"H378      ",CRM,"W63Z      ",43506,0000000000000000000,0,0,0,0,0,0
1260820,100656,"4210      ",ATM100K,"Z1M4      ",39056,0000000000000000000,0,8810000000,8810000000,0,30000000000,30000000000
1260821,942,"B668      ",ATM100K,"Z8ZR      ",47007,0000000800178541700,0,190000000,190000000,0,28000000000,28000000000
1260820,93948,"H201      ",CRM,"W57E      ",47007,0000000800181276100,12920000000,8950000000,21870000000,15000000000,15000000000,30000000000
1260820,101455,"8969      ",ATM50K,"Z2TN      ",39061,0000000000000000000,7730000000,0,7730000000,20000000000,0,20000000000
1260820,222231,"A326      ",ATM50K,"Z4LE      ",47007,0000000800178053100,1545000000,0,1545000000,10000000000,0,10000000000
1260820,174138,"ZZIO      ",CRM,"W32O      ",47007,0000000800166213800,0,0,0,0,0,0
1260820,65248,"4906      ",ATM50K,"Z3HF      ",47007,0000000800164118500,13710000000,0,13710000000,29000000000,0,29000000000
1260820,123040,"8405      ",ATM100K,"Z2PD      ",47007,0000000800034997200,0,3850000000,3850000000,0,20000000000,21600000000
1260820,141845,"4439      ",ATM50K,"Z35L      ",47007,0000000800164118500,0,0,0,36000000000,0,36000000000
1260820,110823,"4178      ",ATM100K,"Z2Z1      ",47007,0000000800164118500,0,16500000000,16500000000,0,50000000000,50000000000
1260820,102407,"H359      ",CRM,"W63G      ",34073,0000000000000000000,5420000000,14970000000,20390000000,5000000000,10000000000,15000000000
